SYMBOL	treatments
DRD2	Analgesics:25096645| amphetamine:-| rasagiline:27190009| heroin:19373123| 6-HYDROXYDOPAMINE:2150048| MORPHINE:11943831| cabergoline:18808942| CLOZAPINE:12887421| LITHIUM:8787189| ALCOHOL, ETHANOL:12749054| propofol:-| bromperidol:11505224;15694263;15830237;16513877;17105675;18926547;20194480;28673279;9858029;9918131| bupropion:10823405; 10862524; 11329406; 12587665; 15077009; 15146457; 15184239; 15286066; 15492764; 15830237; 17767146; 17989061; 18058343; 18077373; 18086475; 18180754; 18354387; 1839129; 18781856; 18781857; 18855532; 18926547; 19179847; 19246443; 19273465; 19339912; 19373123; 19396436; 19494806; 19603545; 19669131; 1969501; 19853839; 19944883; 20194480; 2573278; 9672901;10395223;16123753| methylphenidate:26810137| prochlorperazine:24360851| Antiinflammatory agents, non-steroids:25096645| caffeine:-| sumatriptan:25096645| pergolide:18808942| nicotine:15203796;16123753| disulfiram:23635803| levodopa:27779245| nemonapride:10823405; 10862524; 11329406; 11505224; 12587665; 15077009; 15146457; 15184239; 15286066; 15492764; 15830237; 17767146; 17989061; 18058343; 18077373; 18086475; 18180754; 18354387; 1839129; 18781856; 18781857; 18855532; 18926547; 19179847; 19246443; 19273465; 19339912; 19373123; 19396436; 19494806; 19603545; 19669131; 1969501; 19853839; 19944883; 20194480; 2573278; 9672901;10395223;11505224;15694263;15830237;16513877;17105675;18926547;20194480;28673279;9858029;9918131| ropinirole:18808942| HALOPERIDOL:12887421| Ergot alkaloids:25096645| chlorpromazine:11505224;15694263;15830237;16513877;17105675;18926547;20194480;28673279;9858029;9918131
DRD3	quetiapine:25025989| duloxetine:22249355| paroxetine:22926616| pramipexole:19396436| heroin:-| levodopa:27779245;30794329| methylphenidate:23856854| methamphetamine:21491142
DSCAM	paclitaxel:21079520| carboplatin:21079520
DSE	abiraterone:-| prednisolone:-
DSG1	CHEMBL35482, PD-98059:11781826
DSP	ENALAPRIL:10839195
DTNBP1	citalopram:19065121| clozapine:-| haloperidol:27023437| methamphetamine:17555717| corticosteroids:30697902
DTYMK	ALCOHOL, ETHANOL:11923581| 5-FU, FLUOROURACIL:15067352| zidovudine:22960662| D4T, STAVUDINE:15134538
DUSP1	VASOPRESSIN:9231829| ANTISENSE OLIGONUCLEOTIDES:11988488| HYDROXYUREA:15856297
DUSP6	RETINOIC ACID, TRETINOIN:11104676| DIMETHYL SULFOXIDE:10702230| TRAMETINIB:22169769
DUX1	rifampin:21261721| isoniazid:21261721
DYNC2H1	Platinum compounds:21118971| etoposide:21118971
E2F1	ACETYLCYSTEINE, NAC:12754095| CARMUSTINE, BCNU:11445852| ADRIAMYCIN:9863003| BORTEZOMIB, PS-341:11489836| VASOPRESSIN:12063292| NICOTINE:16601104| PHORBOL MYRISTATE ACETATE, 12-O-TETRADECANOYLPHORBOL-13-ACETATE:12947120| ESTRADIOL, 17 BETA-ESTRADIOL:12697671| QUERCETIN:16274926| RAS INHIBITORS:16496386| NERVE GROWTH FACTOR:10454552| 5-FLUOROURACIL, FLUOROURACIL:9766655| DIETHYLSTILBESTROL, DES:15545218| GP-120:12775414| HORMONES:8918469| ASCORBATE, VITAMIN C:16640900,16944783| CISPLATIN:16849574| ANTISENSE OLIGONUCLEOTIDES:10207094| ETOPOSIDE:9766655,16849574| HOECHST 33258:11151061| IRINOTECAN:9766655| HGF:11821989,12064460| PACLITAXEL:16849574| PRIMAQUINE:15450938| MTX, METHOTREXATE:14654896| URSODIOL, URSODEOXYCHOLIC ACID:15222754
E2F7	tamoxifen:23508821
ECT2L	anthracyclines and related substances:25823661
EDN1	ANESTHETIC AGENT:9585305| THIOURACIL:10967532| BUDESONIDE:7716352| muraglitazar:18794727| DOXORUBICIN:11589785| PROSTAGLANDIN E1, ALPROSTADIL:8213257| ANTICONVULSANT:7509966| NORETHISTERONE ACETATE:11915588| CELECOXIB:15539607| INSULIN:11600523| OXYGEN THERAPY:9736447| CANDESARTAN CILEXETIL:10029562| PROTEIN SYNTHESIS INHIBITOR:10029562| DEFEROXAMINE:9112092| ANTIPLATELET AGENT:15253106| bevacizumab:27139155| TAMOXIFEN:8425178| LANREOTIDE:17051749
EDN3	HUMAN CHORIONIC GONADOTROPIN, GONADOTROPIN, CHORIONIC:9870082
EDNRA	prednisone:30672385
EDNRB	PACLITAXEL:16741060
EEF1A1	PHORBOL MYRISTATE ACETATE, PMA:9492285
EGF	CETUXIMAB:25677871
EGFR	peginterferon alfa-2a:28703131| fluorouracil:23816762| EGF816:26825170| topoisomerase I inhibitors:18652519| osimertinib:-| MK-2206, MK2206:26106072| AFATINIB:23982599,24035188,25589191,26051236,24439929,27083334,22452895,23816960,27304188| PF-05212384, GEDATOLISIB:16731747,19238632,21325073| ERLOTINIB, Erlotinib:26324372,25870087,27468240,28089594,27694386,27102076,27216155,23917401,24410791,26341921,19015641,27760111,26106072,27207775,27793840,24353160,25573954,18981003,17349580,23344264,20942962,25077897,27825638,26286086,27913578,22190593,26720423,19147750,24868098,28408243,26206867,25931286,28343545,17177598,24470557,19010870| RAPAMYCIN (SIROLIMUS), SIROLIMUS:24934779| CABOZANTINIB, cabozantinib:27825638| ERISMODEGIB, Sonidegib:26124204| Selumetinib, SELUMETINIB:24939055,25870145,27287717,28416483,27312529| GA201, IMGATUZUMAB:23209031| vandetanib:12648464; 14990632; 14990633; 16257339; 16377102; 16467544; 18003960; 18316547; 18375904; 18681783; 18784101; 19339720; 20551942; 22594511; 23022519; 6298788;11255078| regorafenib:-| CUDC-101:20388807| ERLOTINIB, Erlotinib:23371856,20808254,14570950,22370314,15710947,25589191,26051236,25179728,24893891,15638953,23969006,20573926,19692680,23328547,21764376,16187797,24353160,22452895,24285021,23816963,23566546,23816960,22285168,15897572,18676761,24065731,17285735,23912954,15118073,20022809,18408761,26286086,21422421,23749122,25521405,25130612,1867676,19536777,22190593,21949883,19625781,16011858,22001862,15737014,21670455,26206867,21531810,18000506,24478319,17686547,21252719| PANITUMUMAB:24653627,26888827| docetaxel:21783417;22285168| TEMSIROLIMUS, Temsirolimus:24470557| Trametinib, TRAMETINIB:28783719,26036643,26582713,27312529| NGI-1:27694802| AEE-788, AEE788:18227510,19147750| Regorafenib, REGORAFENIB:23629727| NIMOTUZUMAB, Nimotuzumab:25185971| peginterferon alfa-2b:28703131| Linsitinib, LINSITINIB:26561558| ERLOTINIB:17877814,23470965,26773740,15310767,26768165,25668228,22901364,17085664,26124334,24636847,22285168,16282176,25521405,19147750,24868098,24457318,17177598,27304188,21531810,21969500,16818686| ribavirin:28703131| SIROLIMUS:24934779,25157968,18089823| GEFITINIB:21274259| Gedatolisib, GEDATOLISIB:21325073| DEPATUXIZUMAB MAFODOTIN, ABT-414:26846818| PF-431396:27793840| carboplatin:16043828;19692680;20022809;20573926;21783417;21900837;22285168;22370314;22581822| AC0010MA:27573423| ATEZOLIZUMAB, Atezolizumab:27225694| LAPATINIB, Lapatinib:27595477,20215545,23917401,18199554| PELITINIB, Pelitinib:16710023,16364494| GEFITINIB:23470965,22370314,15728811,15118125,18227510,16707605,22901364,17085664,26124334,15329413,16282176,12748244,20038723,15118073,20022809,19147750,18509184,24457318,27304188,21531810,16818686,16730237| BRIGATINIB, PANITUMUMAB, CETUXIMAB:28287083| INC280, CAPMATINIB:28783719| PACLITAXEL, Paclitaxel:24886365| AFATINIB, Afatinib:28169392,27044931,27694386,27102076,26051236,26354527,26341921,25589492,27083334,25964297,28363995,27207775,28145866,24353160,25559287,25870145,24813888,23816960,17349580,23344264,25077897,26286086,27913578,25948633,22190593,24790411,26206867,23991291,26862733,21617858| AEE-788, AEE788:19147750| Sapitinib, SAPITINIB:24886365,20145185| MM-151:25911688,26843189| PF-573328:28416483| Encorafenib, ENCORAFENIB:27312529| pembrolizumab:-| GEFITINIB, Gefitinib:21274259,22261807| AMG 337, AMG-337:26432108| CETUXIMAB:26619011,19455431,22452896,24934779,23102728,20068085,16707764,17653080,15710947,20479403,25668228,16912157,24893891,15728811,20573926,16258541,19692680,15118125,18227510,24658966,18199554,19922469,20033049,26515464,25923549,21783417,19692684,22753918,16187797,22452895,23945392,15329413,24636847,23816963,24729716,23816960,22285168,19096302,16204070,22270724,24894453,16043828,22215752,21194487,24065731,15118073,20022809,23948351,16115929,18458038,17332364,24623981,19147750,25157968,16011858,21430269,23578570,2302402,15737014,26720284,21670455,21233402,23242437,25923550,22588155,21531810,18303429,19671738,18089823| AUY922, NVP-AUY922:25870087| erlotinib:12648464; 14990632; 14990633; 16257339; 16377102; 16467544; 18003960; 18316547; 18375904; 18681783; 18784101; 19339720; 20551942; 22594511; 23022519; 6298788;11255078;15217965;16043828;16258541;16912157;17020982;17085664;17285735;18309947;18349398;18652519;18992959;19381876;19589612;19692684;21233402;21783417;21921847;21969500;22215752;22285168;22760226;22982650;26490356| CARBOPLATIN:22139083| ALCOHOL, ETHANOL:10092515| Temozolomide, TEMOZOLOMIDE:25910950,26846818| EVEROLIMUS, Everolimus:23629727| PACLITAXEL:22139083| unspecified ERBB3 antibody:27196767| Vemurafenib, VEMURAFENIB:27312529| OSIMERTINIB, Osimertinib:25870145,28416483| GOLVATINIB, Golvatinib:22789825| gemcitabine:21783417;22285168| EGFRBi-armed autologous activated T cells:16397041| Decitabine, DECITABINE:24874286| EGFR antibody:27196767| CHEMBL1231206, PF3644022:26140595| S63845:27760111| EKI-285:17085664,20942962,25948633| Savolitinib:27694386| AMLEXANOX, Amlexanox:27287717| SHP099:27362227| S-222611:24837299,25434923| NPS-1034:24165158,23542356| CETUXIMAB, Cetuximab:26059438,25623215,26888827,22270724| TAK-285:23983820| XL647, TESEVATINIB:22722787| egfr inhibitors:16788380;18006781;22158333;23959273;26419366| CISPLATIN:23764753| AZD3759:27928026| ABT-806, DEPATUXIZUMAB:25895099| GC1118:26586721| DACOMITINIB:26768165,21430269| BMS-754807:26561558| Panitumumab, PANITUMUMAB:26843189,17664472,22270724,27312529| OSIMERTINIB:24893891,27959700,25923549,26729184,28202511,25939061,26720284| unspecified EGFR antibody:27196767| Alkylating Agents:18652519| tegafur:22486600| PHA-665752:24165158,26124204,23542356| AFATINIB:26619011,19455431,22452896,23102728,20068085,16707764,17653080,15710947,20479403,25668228,16912157,24893891,15728811,20573926,16258541,19692680,15118125,18227510,24658966,18199554,19922469,20033049,26515464,25923549,21783417,19692684,22753918,16187797,22452895,23945392,15329413,24636847,23816963,24729716,23816960,22285168,19096302,16204070,24894453,16043828,22215752,21194487,24065731,15118073,20022809,23948351,16115929,18458038,17332364,24623981,19147750,25157968,16011858,21430269,2302402,15737014,26720284,21670455,21233402,23242437,25923550,22588155,21531810,18303429,19671738| PEMETREXED (CHEMBL1201258), PEMETREXED:24636847| GEFITINIB, Gefitinib:23371856,20808254,14570950,22370314,15710947,25589191,26051236,25179728,24893891,15638953,23969006,20573926,19692680,23328547,21764376,16187797,24353160,22452895,24285021,23816963,23566546,26980463,23816960,22285168,15897572,18676761,24065731,23912954,15118073,20022809,18408761,26286086,21422421,23749122,25130612,1867676,19536777,22190593,21949883,19625781,28537764,16011858,15737014,21670455,26206867,25070024,21531810,18000506,24478319,17686547,21252719| nivolumab:-| BOSUTINIB, Bosutinib:28416483| Ponatinib, PONATINIB:22238366| AZD-4547, AZD4547:26936917| ER2:27040853| PEMBROLIZUMAB, Pembrolizumab:27225694| imatinib:28762371| DABRAFENIB, Dabrafenib:27312529| lapatinib:12648464; 14990632; 14990633; 16257339; 16377102; 16467544; 18003960; 18316547; 18375904; 18681783; 18784101; 19339720; 20551942; 22594511; 23022519; 6298788;11255078| GANETESPIB, Ganetespib:25077897| CETUXIMAB:24653627,24934779,26888827,18003960,22270724,24894453,18794099| CETUXIMAB, Cetuximab:27149458,27102076,27216155,26341921,24063894,27251290,26843189,27207775,24813888,22270724,25948633,27312529,24141978| JNJ-42756493:28341788| Sirolimus, SIROLIMUS:24813888| GEFITINIB, Gefitinib:24533047,27468240,28089594,22789825,26936917,24410791,17463250,19692680,24165158,25964297,27196752,23980091,17085664,27793840,24353160,25573954,25870145,24736073,22263058,18981003,17349580,26561558,26124204,23344264,20942962,24874286,21422421,25948633,22997455,19147750,22323597,27312529,15737014,26206867,25931286,23542356,27612490| CO1686, ROCILETINIB:24065731,25948633,27252416,25939061,27283993,26206867,27435396,25923550| BMS-690514:23490650| BUPARLISIB, BKM120:28416483| neratinib:12648464; 14990632; 14990633; 16257339; 16377102; 16467544; 18003960; 18316547; 18375904; 18681783; 18784101; 19339720; 20551942; 22594511; 23022519; 6298788;11255078| leucovorin:22486600| PF-00477736, PF-477736:26140595| Cabozantinib, CABOZANTINIB:27694386,27825638| AP26113, BRIGATINIB:27836716,27780853| Futuximab, SYM004:26888827,25962717,24130052,24204198| BEZ235, DACTOLISIB:23629727,24939055| PF 00299804:18089823| CRIZOTINIB:21791641| AV-412:17888033| Imatinib, IMATINIB:22323597| Durvalumab, DURVALUMAB:27225694| CHEMBL387187, EGFR INHIBITOR:22056021,20826716,16282176,26439803| IGF-1R antibody:27196767| AP32788:26825170| OSIMERTINIB, AZD9291:27694386,27102076,24410791,24893891,27959700,25923549,25870145,26286086,25948633,27393507,27252416,25939061,26206867,27216193,28343545,27435396| Radiotherapy:25589492,26846818,24130052| ROCILETINIB:24065731,28202511,25923550| ETOPOSIDE, Etoposide:27216155| AC-480, AC480:21576284| OSIMERTINIB, Osimertinib:27198352,25923549| Vandetanib, VANDETANIB:25910950| SARACATINIB, Saracatinib:28416483| unspecified IGF-1R antibody:27196767| Gefitnib:14570950,26051236,15638953,17285735,18408761,25521405| geldanamycin:18652519| AFATINIB, Afatinib:23371856,20808254,14570950,22370314,15710947,25589191,26051236,25179728,24893891,15638953,23969006,20573926,19692680,23328547,21764376,16187797,24353160,22452895,24285021,23816963,23566546,23816960,22285168,15897572,18676761,24065731,17285735,23912954,15118073,20022809,18408761,26286086,21422421,23749122,25521405,25130612,1867676,19536777,22190593,21949883,19625781,16011858,15737014,21670455,26206867,21531810,18000506,24478319,17686547,21252719| EAI045:27251290| LAPATINIB:18408761,23559153| RINDOPEPIMUT:25586468| JNJ-61186372:27216193| ERLOTINIB:26619011,19455431,22452896,23102728,20068085,16707764,17653080,15710947,20479403,25668228,16912157,24893891,15728811,20573926,16258541,19692680,15118125,18227510,24658966,18199554,19922469,20033049,26515464,25923549,21783417,19692684,22753918,16187797,22452895,23945392,15329413,24636847,23816963,24729716,23816960,22285168,19096302,16204070,24894453,16043828,22215752,21194487,24065731,15118073,20022809,23948351,16115929,18458038,17332364,24623981,19147750,25157968,16011858,21430269,2302402,15737014,26720284,21670455,21233402,23242437,17177598,25923550,22588155,21531810,18303429,19671738| ramucirumab:-| K-756:27196752| Bevacizumab, BEVACIZUMAB:28408243| CETUXIMAB, Cetuximab:22001862| Sorafenib, SORAFENIB:23629727,26743856,24166906| TAE226, CHEMBL458997:26090892| DASATINIB, Dasatinib:28416483| Dacomitinib, DACOMITINIB:24857124,28363995,21764376,26561558,27913578,25456362,25939761,26206867,18089823| atezolizumab:-| Futuximab, SYM004:26888827| Cisplatin:27040853| ICOTINIB, Icotinib:24533047,27468240,23372346,2394835,25261231,24438614| Sunitinib, SUNITINIB:27149458| SCH772984:27312529| LAPATINIB:22885469| BGB-283:26208524| ERBB3 antibody:27196767| paclitaxel:16043828;19692680;20022809;20573926;21783417;21900837;22285168;22370314;22581822| Irinotecan, IRINOTECAN:23209031,25185971| TAK-632:28416483| GSK2334470, CHEMBL1765740:28416483| Nivolumab, NIVOLUMAB:27225694,28407039| CRIZOTINIB, Crizotinib:27595477,27393507,27283993| PANITUMUMAB:22270724| Neratinib, NERATINIB:20479403,17085664,25948633,26206867,25931286,21325073| dacomitinib:-| CHEMBL1229592, WZ4002:25964297,26036643,25870145,25948633| PF-573228:27793840| PIMASERTIB, Pimasertib:23629727
EGR2	RETINOIC ACID, TRETINOIN:1361214
EHF	ziprasidone:-
EHMT2	Antithyroid Preparations:27157822
EIF2AK2	RICIN:18599499| INTERFERON ALFA-2B, IFN ALPHA-2B:17501760| BCG:16301626| IL-3:7519779
EIF2AK4	olanzapine:24751813| haloperidol:24751813;27023437| risperidone:24751813| ziprasidone:24751813| quetiapine:24751813
EIF2B1	WORTMANNIN:10764740| HORMONES:7893823
EIF2S1	STAUROSPORINE:10400313
EIF4E	H2O2, HYDROGEN PEROXIDE:12151318| RAPAMYCIN, SIROLIMUS:10516161,8816458,10477262,15292274,14581487,9867830| ETOPOSIDE:11956083| HYDROXYUREA:10585489| MTOR INHIBITOR:15190216
EIF4E2	paclitaxel:21079520| carboplatin:21079520
EIF4EBP1	PACLITAXEL:15897904
EIF4G1	INSULIN:8521827
ELANE	NICOTINE:8912774| NIFEDIPINE:9796781,8833599
ELAVL1	STANOLONE, DHT:11356683
ELK1	DHPG, GANCICLOVIR:12220559
ELP5	methylphenidate:29382897
EML4	TAE-684, TAE684:25228534| PF-06463922, LORLATINIB:27432227,26698910,26144315,26554404| ASP-3026, ASP3026:27009859,25228534| CRIZOTINIB, Crizotinib:26775591,27009859,22277784,20979469,22235099,28476735,27354483,27432227,25228534,26698910,21613408,26554404,23344087,21791641,27780853,24675041| Sirolimus, SIROLIMUS:21613408| TAE226, CHEMBL458997:26090892| X-396:21613408| ENTRECTINIB, Entrectinib:26939704| ALECTINIB, Alectinib:27009859,28476735,25393796,26849637,27432227,26682573,25228534,21575866,26698910,23344087| AFATINIB, Afatinib:26682573| AP26113, BRIGATINIB:27009859,27432227,25228534,26698910,27780853| AUY922, NVP-AUY922:26698910| X-376:21613408| AZD3463:27009859| CERITINIB, Ceritinib:26775591,27009859,25173427,27432227,25228534,26698910,27780853,24675041
EMP1	GEFITINIB:16087880
EMP2	HORMONES:18400107
EMSY	adalimumab:25712183
ENG	methotrexate:-
ENO2	SODIUM BUTYRATE:7276941| FLOXURIDINE:2146046| PROPOFOL:16027086| NERVE GROWTH FACTOR:6793214| GABAPENTIN:15780189| INSULIN:7276941| LIOTHYRONINE SODIUM, TRIIODOTHYRONINE:3455610| STREPTOZOTOCIN:2146046| INDOMETHACIN:12711954| FENRETINIDE:17110918
ENOSF1	ZIDOVUDINE, ANTIVIRAL:12238529| ZIDOVUDINE, AZT:15980332| 3TC, LAMIVUDINE:10864683| methotrexate:16130010;18322994| fluorouracil:17549067;20714149;23263912;27001118;27995989
EOMES	glatiramer acetate:29095108
EPB41	nicotine:-| bupropion:-
EPCAM	VACCINE:15328177| INCOMPLETE FREUND&APOS;S ADJUVANT:11768621| ALVAC:12855617| TAG-72:2316628| VIRAL VECTOR:10811480| FOLINIC ACID:10470170| RECOMBINANT HUMAN INTERLEUKIN-2:12174877| ALUM:11768621| FREUND&APOS;S ADJUVANT:15637741| MINERAL OIL:14741172| LAK, EDARAVONE:10431685| ADJUVANT:15567937| KLH:11768621| TRASTUZUMAB:15655555| INCOMPLETE FREUNDS ADJUVANT:11768621| CANCER VACCINES:16619291| DNA VACCINE:15382049
EPHA2	DASATINIB:20360610| DASATINIB, Dasatinib:19010823,19861960,18047674
EPHA5	paclitaxel:22843789;26133776;26133777;26763541
EPHA6	epirubicin:24599932| cyclophosphamide:24599932| paclitaxel:24599932;26133777
EPHA8	CHEMOTHERAPEUTIC AGENT:15850105| PHYTOESTROGEN:15850105| GENISTEIN:15850105
EPHB1	BFGF:17255342| PROGESTERONE:9279938
EPHX1	ANTICONVULSANT:10554101| docetaxel:20157331| phenytoin:19952982| phenprocoumon:21057703
EPHX2	lithium:29121268
EPM2A	quetiapine:27092952| chlorpromazine:27092952| olanzapine:27092952| clozapine:27092952| risperidone:27092952| trifluoperazine:27092952| haloperidol:27092952
EPM2AIP1	dacarbazine:-| procarbazine:-
EPO	OXYMETHOLONE:1009362| ARSENIC TRIOXIDE:15690072| HUMAN CHORIONIC GONADOTROPIN, GONADOTROPIN, CHORIONIC:11585432| INTERLEUKIN-1-ALPHA:8321378| MYCOPHENOLATE MOFETIL:11750393| CETUXIMAB, ALPHA INTERFERON:2016633| CHELATORS:1501748
EPOR	CAPSAICIN:17603282
